id,director,top_5_cast
9429,John Fortenberry,"['Will Ferrell', 'Chris Kattan', 'Jennifer Coolidge', 'Michael Clarke Duncan', 'Eva Mendes']"
38117,Daniel Barnz,"['Alex Pettyfer', 'Vanessa Hudgens', 'Mary-Kate Olsen', 'Lisa Gay Hamilton', 'Neil Patrick Harris']"
9792,Alexandre Aja,"['Aaron Stanford', 'Kathleen Quinlan', 'Vinessa Shaw', 'Emilie de Ravin', 'Dan Byrd']"
13778,Sam Weisman,"['David Spade', 'Mary McCormack', 'Craig Bierko', 'Scott Terra', 'Jenna Boyd']"
228203,Niki Caro,"['Kevin Costner', 'Ramiro Rodriguez', 'Carlos Pratts', 'Johnny Ortiz', 'Rafael Martinez']"
41382,Erik White,"['Shad Moss', 'Brandon T. Jackson', 'Naturi Naughton', 'Loretta Devine', 'Teairra Mari']"
13960,Christian Robinson,"['T.I.', 'Evan Ross', 'Jackie Long', 'Lauren London', 'Albert Daniels']"
114150,Jason Moore,"['Anna Kendrick', 'Skylar Astin', 'Brittany Snow', 'Anna Camp', 'Rebel Wilson']"
26602,Mike Tollin,"['Freddie Prinze Jr.', 'Jessica Biel', 'Fred Ward', 'Matthew Lillard', 'Brian Dennehy']"
10223,Sam Raimi,"['Bill Paxton', 'Bridget Fonda', 'Billy Bob Thornton', 'Brent Briscoe', 'Chelcie Ross']"
16028,Robert Harmon,"['Laura Regan', 'Marc Blucas', 'Ethan Embry', 'Dagmara Domińczyk', 'Jon Abrahams']"
15639,Trent Cooper,"['Larry the Cable Guy', 'Iris Bahr', 'Tony Hale', 'David Koechner', 'Brooke Dillman']"
16112,Gary Halvorson,"['Kevin Clash', 'Mandy Patinkin', 'Vanessa Williams', 'Sonia Manzano', 'Roscoe Orman']"
26390,Antoine Fuqua,"['Richard Gere', 'Don Cheadle', 'Ethan Hawke', 'Wesley Snipes', ""Vincent D'Onofrio""]"
27759,Nicholas Ray,"['Charlton Heston', 'Ava Gardner', 'David Niven', 'Burt Kwouk', 'Flora Robson']"
109428,Fede Alvarez,"['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore']"
23049,Donald Petrie,"['Nia Vardalos', 'Richard Dreyfuss', 'Alexis Georgoulis', 'Alistair McGowan', 'Harland Williams']"
9310,Paul Weitz,"['Hugh Grant', 'Dennis Quaid', 'Mandy Moore', 'Willem Dafoe', 'Chris Klein']"
11411,Sidney J. Furie,"['Christopher Reeve', 'Margot Kidder', 'Gene Hackman', 'Jackie Cooper', 'Marc McClure']"
16988,Ian Iqbal Rashid,"['Rutina Wesley', 'Dwain Murphy', 'Boyd Banks', 'Clé Bennett', 'Nina Dobrev']"
7304,Wayne Kramer,"['Paul Walker', 'Cameron Bright', 'Vera Farmiga', 'Chazz Palminteri', 'Karel Roden']"
24747,Rowdy Herrington,"['Jim Caviezel', 'Claire Forlani', 'Jeremy Northam', 'Malcolm McDowell', 'Aidan Quinn']"
58048,Jim Goddard,"['Madonna', 'Sean Penn', 'Paul Freeman', 'Richard Griffiths', 'Clyde Kusatsu']"
1491,Neil Burger,"['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell', 'Eddie Marsan']"
2989,Noel Marshall,"['Tippi Hedren', 'Melanie Griffith', 'Jerry Marshall', 'Kyalo Mativo', 'Rick Glassey']"
10629,Joel Schumacher,"['Cate Blanchett', 'Gerard McSorley', 'Ciarán Hinds', 'Brenda Fricker', 'Don Wycherley']"
255343,Andrea Di Stefano,"['Benicio del Toro', 'Josh Hutcherson', 'Brady Corbet', 'Claudia Traisac', 'Carlos Bardem']"
4723,Richard Kelly,"['Dwayne Johnson', 'Seann William Scott', 'Sarah Michelle Gellar', 'Mandy Moore', 'Will Sasso']"
10800,Guillaume Ivernel,"['Vincent Lindon', 'Patrick Timsit', 'Philippe Nahon', 'Amanda Lear', 'Marie Drion']"
25763,Jack Smight,"['Jan-Michael Vincent', 'George Peppard', 'Dominique Sanda', 'Paul Winfield', 'Jackie Earle Haley']"
79694,Todd Lincoln ,"['Ashley Greene', 'Sebastian Stan', 'Tom Felton', 'Julianna Guill', 'Luke Pasqualino']"
4032,Howard Zieff,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Richard Masur']"
18615,Steven Shainberg,"['Nicole Kidman', 'Robert Downey Jr.', 'Ty Burrell', 'Harris Yulin', 'Jane Alexander']"
10673,Oliver Stone,"['Charlie Sheen', 'Michael Douglas', 'Martin Sheen', 'Daryl Hannah', 'John C. McGinley']"
4584,Ang Lee,"['Kate Winslet', 'Emma Thompson', 'Hugh Grant', 'Tom Wilkinson', 'Alan Rickman']"
2977,Julian Jarrold,"['Anne Hathaway', 'James McAvoy', 'Julie Walters', 'James Cromwell', 'Maggie Smith']"
10760,Joe Nussbaum,"['Amanda Bynes', 'Sara Paxton', 'Matt Long', 'Jeremy Howard', 'Danny Strong']"
11093,Vadim Perelman,"['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard', 'Frances Fisher', 'Kim Dickens']"
207,Peter Weir,"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard', 'Gale Hansen', 'Josh Charles']"
8467,Bobby Farrelly,"['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Teri Garr', 'Mike Starr']"
639,Rob Reiner,"['Meg Ryan', 'Billy Crystal', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford']"
24226,Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason', ""Milo O'Shea""]"
9285,Todd Phillips,"['Breckin Meyer', 'Seann William Scott', 'Amy Smart', 'Paulo Costanzo', 'DJ Qualls']"
14709,Brian Robbins,"['James Van Der Beek', 'Amy Smart', 'Jon Voight', 'Paul Walker', 'Ron Lester']"
74643,Michel Hazanavicius,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller']"
13788,David S. Goyer,"['Odette Annable', 'Gary Oldman', 'Meagan Good', 'Cam Gigandet', 'Idris Elba']"
83666,Wes Anderson,"['Bruce Willis', 'Edward Norton', 'Jared Gilman', 'Kara Hayward', 'Bill Murray']"
10781,Jonathan Liebesman,"['Jordana Brewster', 'Taylor Handley', 'Diora Baird', 'Matt Bomer', 'R. Lee Ermey']"
318850,Cyrus Nowrasteh,"['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh', 'Sean Bean', 'Jonathan Bailey']"
13908,Perry Andelin Blake,"['Dana Carvey', 'Brent Spiner', 'Jennifer Esposito', 'Harold Gould', 'James Brolin']"
1417,Guillermo del Toro,"['Ivana Baquero', 'Maribel Verdú', 'Sergi López', 'Doug Jones', 'Ariadna Gil']"
39180,John Whitesell,"['Michael Clarke Duncan', 'David Arquette', 'Leslie Bibb', 'Joe Viterelli', 'Steve Schirripa']"
16161,John Singleton,"['Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding', 'Ving Rhames', 'Snoop Dogg']"
49950,Christian E. Christiansen,"['Minka Kelly', 'Leighton Meester', 'Cam Gigandet', 'Aly Michalka', 'Matt Lanter']"
10956,Dennie Gordon,"['David Spade', 'Brittany Daniel', 'Dennis Miller', 'Adam Beach', 'Jaime Pressly']"
9594,Sheldon Lettich,"['Jean-Claude Van Damme', 'Geoffrey Lewis', 'Alonna Shaw', 'Cory Everson', 'Philip Chan Yan-Kin']"
4638,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Jim Broadbent', 'Paddy Considine', 'Rafe Spall']"
13972,Diane English,"['Cloris Leachman', 'India Ennenga', 'Annette Bening', 'Eva Mendes', 'Debra Messing']"
5038,Woody Allen,"['Scarlett Johansson', 'Rebecca Hall', 'Javier Bardem', 'Penélope Cruz', 'Christopher Evan Welch']"
13491,Peter Flinth,"['Joakim Nätterqvist', 'Sofia Helin', 'Stellan Skarsgård', 'Michael Nyqvist', 'Mirja Turestedt']"
10571,Robert Iscove,"['Freddie Prinze Jr.', 'Claire Forlani', 'Jason Biggs', 'Amanda Detmer', 'Alyson Hannigan']"
10994,Peter Kosminsky,"['Alison Lohman', 'Michelle Pfeiffer', 'Cole Hauser', 'Robin Wright', 'Amy Aquino']"
19994,Karyn Kusama,"['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons', 'Adam Brody', 'J.K. Simmons']"
25166,Nick Gomez,"['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck']"
30890,Woody Allen,"['Woody Allen', 'Mia Farrow', 'Jeff Daniels', 'Larry David', 'Todd Field']"
23169,Allen Coulter,"['Robert Pattinson', 'Emilie de Ravin', 'Pierce Brosnan', 'Lena Olin', 'Chris Cooper']"
17403,Clare Kilner,"['Mandy Moore', 'Trent Ford', 'Allison Janney', 'Alexandra Holden', 'Dylan Baker']"
12120,Richard Benjamin,"['Dan Aykroyd', 'Kim Basinger', 'Jon Lovitz', 'Alyson Hannigan', 'Seth Green']"
9800,Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Jason Robards', 'Mary Steenburgen', 'Antonio Banderas']"
1090,Josef Rusnak,"['Craig Bierko', 'Armin Mueller-Stahl', 'Gretchen Mol', ""Vincent D'Onofrio"", 'Dennis Haysbert']"
18475,Lance Rivera,"['Ja Rule', 'Tim Meadows', 'Jenifer Lewis', 'Jonathan Silverman', 'Eve']"
40160,Ronald Neame,"['Sean Connery', 'Natalie Wood', 'Karl Malden', 'Brian Keith', 'Martin Landau']"
18074,Bruce Paltrow,"['Gwyneth Paltrow', 'Scott Speedman', 'Maria Bello', 'Paul Giamatti', 'Andre Braugher']"
9689,Woody Allen,"['Woody Allen', 'George Hamilton', 'Téa Leoni', 'Debra Messing', 'Mark Rydell']"
9781,Adam Rifkin,"['Giuseppe Andrews', 'James DeBello', 'Edward Furlong', 'Sam Huntington', 'Lin Shaye']"
8009,Russell Mulcahy,"['Christopher Lambert', 'Roxanne Hart', 'Clancy Brown', 'Sean Connery', 'Beatie Edney']"
3877,Susanne Bier,"['Halle Berry', 'Benicio del Toro', 'David Duchovny', 'Alison Lohman', 'Sarah Dubrovsky']"
8854,Kenneth Johnson,"[""Shaquille O'Neal"", 'Annabeth Gish', 'Richard Roundtree', 'Judd Nelson', 'Irma P. Hall']"
152599,James Gray,"['Marion Cotillard', 'Jeremy Renner', 'Joaquin Phoenix', 'Dagmara Domińczyk', 'Gabriel Rush']"
18840,James Ivory,"['Ralph Fiennes', 'Natasha Richardson', 'Hiroyuki Sanada', 'Lynn Redgrave', 'Vanessa Redgrave']"
68727,Danny Boyle,"['James McAvoy', 'Vincent Cassel', 'Rosario Dawson', 'Matt Cross', 'Danny Sapani']"
12657,Jessy Terrero,"['Tom Arnold', 'Kevin Hart', 'Method Man', 'Snoop Dogg', 'K. D. Aubert']"
8265,Dany Boon,"['Kad Merad', 'Dany Boon', 'Zoé Félix', 'Lorenzo Ausilia-Foret', 'Anne Marivin']"
12410,Vicente Amorim,"['Viggo Mortensen', 'Jason Isaacs', 'Mark Strong', 'Steven Mackintosh', 'Jodie Whittaker']"
34647,Gaspar Noé,"['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy', 'Masato Tanno', 'Jesse Kuhn']"
73935,Amy Heckerling,"['Alicia Silverstone', 'Krysten Ritter', 'Sigourney Weaver', 'Richard Lewis', 'Wallace Shawn']"
28178,Lasse Hallström,"['Richard Gere', 'Joan Allen', 'Jason Alexander', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer']"
185567,Jérôme Salle,"['Orlando Bloom', 'Forest Whitaker', 'Conrad Kemp', 'Inge Beckmann', 'Tinarie Van Wyk-Loots']"
264656,Tommy Lee Jones,"['Hilary Swank', 'Tommy Lee Jones', 'Grace Gummer', 'Meryl Streep', 'Miranda Otto']"
35696,Jesse Vaughan,"['Miguel A. Núñez, Jr.', 'Vivica A. Fox', 'Kevin Pollak', 'Tommy Davidson', 'Ginuwine']"
16351,Atom Egoyan,"['Simon Abkarian', 'Charles Aznavour', 'Christopher Plummer', 'Arsinée Khanjian', 'David Alpay']"
38717,William Bindley,"['Jim Caviezel', 'Jake Lloyd', 'Mary McCormack', 'Bruce Dern', 'Paul Dooley']"
18777,Wayne Beach,"['Ray Liotta', 'LL Cool J', 'Mekhi Phifer', 'Jolene Blalock', 'Chiwetel Ejiofor']"
2110,Gérard Krawczyk,"['Jean Reno', 'Ryoko Hirosue', 'Michel Muller', 'Carole Bouquet', 'Yoshi Oida']"
9035,James Gunn,"['Nathan Fillion', 'Don Thompson', 'Elizabeth Banks', 'Gregg Henry', 'Xantha Radley']"
90,Martin Brest,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Ronny Cox', 'Paul Reiser']"
771,Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', ""Catherine O'Hara""]"
12154,Leonard Nimoy,"['Tom Selleck', 'Steve Guttenberg', 'Ted Danson', 'Nancy Travis', 'Margaret Colin']"
9576,Sydney Pollack,"['Dustin Hoffman', 'Jessica Lange', 'Teri Garr', 'Dabney Coleman', 'Charles Durning']"
744,Tony Scott,"['Tom Cruise', 'Kelly McGillis', 'Val Kilmer', 'Anthony Edwards', 'Tom Skerritt']"
146,Ang Lee,"['Chow Yun-fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen', 'Cheng Pei-Pei']"
14,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari']"
45269,Tom Hooper,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']"
9493,Ivan Reitman,"['Arnold Schwarzenegger', 'Danny DeVito', 'Kelly Preston', 'Chloe Webb', 'David Caruso']"
22556,Udayan Prasad,"['William Hurt', 'Maria Bello', 'Kristen Stewart', 'Eddie Redmayne', 'Veronica Russell']"
873,Steven Spielberg,"['Whoopi Goldberg', 'Margaret Avery', 'Danny Glover', 'Akosua Busia', 'Oprah Winfrey']"
33196,Yoon Je-kyoon,"['Park Joong-hoon', 'Sol Kyung-gu', 'Uhm Jung-hwa', 'Ha Ji-won', 'Lee Briggs']"
205596,Morten Tyldum,"['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear', 'Allen Leech']"
10765,Howard Zieff,"['Goldie Hawn', 'Eileen Brennan', 'Armand Assante', 'Robert Webber', 'Mary Kay Place']"
16769,Michael Apted,"['Sissy Spacek', 'Tommy Lee Jones', 'Levon Helm', ""Beverly D'Angelo"", 'William Sanderson']"
33217,Thor Freudenthal,"['Zachary Gordon', 'Robert Capron', 'Rachael Harris', 'Steve Zahn', 'Devon Bostick']"
132232,Andy Muschietti,"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash']"
11153,Harold Ramis,"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca', 'Randy Quaid', 'Anthony Michael Hall']"
208134,Jeff Tremaine,"['Johnny Knoxville', 'Jackson Nicoll', 'Georgina Cates', 'Spike Jonze', 'Catherine Keener']"
1165,Stephen Frears,"['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Sylvia Syms', 'Helen McCrory']"
4011,Tim Burton,"['Geena Davis', 'Alec Baldwin', 'Winona Ryder', 'Michael Keaton', ""Catherine O'Hara""]"
17202,Tyler Perry,"['Tyler Perry', 'Jill Scott', 'Janet Jackson', 'Michael Jai White', 'Malik Yoba']"
9587,Gillian Armstrong,"['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado', 'Samantha Mathis', 'Kirsten Dunst']"
65086,James Watkins,"['Daniel Radcliffe', 'Ciarán Hinds', 'Sidney Johnston', 'Alisa Khazanova', 'Mary Stockley']"
10053,Simon West,"['Camilla Belle', 'Katie Cassidy', 'Tommy Flanagan', 'Brian Geraghty', 'Clark Gregg']"
11870,Shawn Levy,"['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes', 'Amanda Detmer', 'Donald Faison']"
11778,Michael Cimino,"['Robert De Niro', 'John Cazale', 'John Savage', 'Christopher Walken', 'Meryl Streep']"
586,Barry Levinson,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Woody Harrelson', 'Jim Belushi']"
18736,Jim Fall,"['Hilary Duff', 'Adam Lamberg', 'Hallie Todd', 'Robert Carradine', 'Jake Thomas']"
134411,Ric Roman Waugh,"['Dwayne Johnson', 'Barry Pepper', 'Jon Bernthal', 'Susan Sarandon', 'Michael Kenneth Williams']"
287903,Michael Dougherty,"['Adam Scott', 'Toni Collette', 'Allison Tolman', 'David Koechner', 'Emjay Anthony']"
9276,Robert Rodriguez,"['Jordana Brewster', 'Elijah Wood', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett']"
15765,Brian Gibson,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway', ""Rae'Ven Larrymore Kelly"", 'Virginia Capers']"
2142,James Mangold,"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport']"
11397,Joel Gallen,"['Chyler Leigh', 'Chris Evans', 'Jaime Pressly', 'Eric Christian Olsen', 'Mia Kirshner']"
77016,David Ayer,"['Jake Gyllenhaal', 'Michael Peña', 'Natalie Martinez', 'Anna Kendrick', 'David Harbour']"
11478,Rob Cohen,"['Joshua Jackson', 'Paul Walker', 'Hill Harper', 'Leslie Bibb', 'Christopher McDonald']"
266856,James Marsh,"['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'Emily Watson', 'Simon McBurney']"
13411,John Whitesell,"['Jamie Kennedy', 'Taye Diggs', 'Anthony Anderson', 'Regina Hall', 'Blair Underwood']"
10564,Matt Williams,"['Natalie Portman', 'Ashley Judd', 'Stockard Channing', 'Joan Cusack', 'Sally Field']"
947,David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins', 'Omar Sharif']"
24150,Rob Zombie,"['Scout Taylor-Compton', 'Sheri Moon Zombie', 'Tyler Mane', 'Chase Wright Vanek', 'Brad Dourif']"
228970,Jean-Marc Vallée,"['Reese Witherspoon', 'Laura Dern', 'Thomas Sadoski', 'Keene McRae', 'Michiel Huisman']"
18405,Dennis Iliadis,"['Garret Dillahunt', 'Michael Bowen', 'Joshua Cox', 'Riki Lindhome', 'Aaron Paul']"
6961,Clare Kilner,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams', 'Jack Davenport', 'Jeremy Sheffield']"
11442,Rick Rosenthal,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes', 'Bianca Kajlich', 'Katee Sackhoff']"
2493,Rob Reiner,"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin', 'André the Giant', 'Chris Sarandon']"
14047,Denzel Washington,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker', 'Denzel Whitaker', 'Kimberly Elise']"
64690,Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac']"
11132,Sara Sugarman,"['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly', 'Alison Pill', 'Megan Fox']"
17127,Nicholas Hytner,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere', 'Alan Alda', 'Allison Janney']"
1562,Juan Carlos Fresnadillo,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau']"
232679,Thomas Carter,"['Jim Caviezel', 'Michael Chiklis', 'Laura Dern', 'Clancy Brown', ""Ser'Darius Blain""]"
17880,Wayne Wang,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson', 'Eva Marie Saint', 'Dave Matthews']"
14736,Gina Prince-Bythewood,"['Chris Warren, Jr.', 'Kyla Pratt', 'Sanaa Lathan', 'Omar Epps', 'Alfre Woodard']"
9434,George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin']"
23706,Phil Traill,"['Sandra Bullock', 'Thomas Haden Church', 'Bradley Cooper', 'Ken Jeong', 'DJ Qualls']"
11531,Joe Berlinger,"['Kim Director', 'Jeffrey Donovan', 'Erica Leerhsen', 'Tristine Skyler', 'Stephen Barker Turner']"
9100,Andrew Fleming,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell', 'Rachel True', 'Skeet Ulrich']"
116,Woody Allen,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Brian Cox', 'Penelope Wilton']"
38843,Elizabeth Allen Rosenbaum,"['Joey King', 'Selena Gomez', 'John Corbett', 'Bridget Moynahan', 'Ginnifer Goodwin']"
1245,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'James Fox', 'Christopher Reeve', 'Hugh Grant']"
4995,Paul Thomas Anderson,"['Mark Wahlberg', 'Burt Reynolds', 'John C. Reilly', 'Julianne Moore', 'Thomas Jane']"
10413,Robert Harmon,"['Jean-Claude Van Damme', 'Rosanna Arquette', 'Kieran Culkin', 'Ted Levine', 'Tiffany Taubman']"
14012,Michael Mayer,"['Tim McGraw', 'Maria Bello', 'Armie Hammer', 'Alison Lohman', 'Ryan Kwanten']"
9793,Martin Weisz,"['Michael Bailey Smith', 'Archie Kao', 'Jay Acovone', 'Jeff Kober', 'Philip Pavel']"
12212,John Ottman,"['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine', 'Hart Bochner', 'Anthony Anderson']"
13768,Jay Russell,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek', 'Jonathan Jackson', 'Scott Bairstow']"
8975,John Bonito,"['John Cena', 'Kelly Carlson', 'Robert Patrick', 'Abigail Bianca', 'Anthony Ray Parker']"
342521,Peter Atencio,"['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish', 'Method Man', 'Darrell Britt-Gibson']"
45272,Shana Feste,"['Gwyneth Paltrow', 'Garrett Hedlund', 'Tim McGraw', 'Leighton Meester', 'Marshall Chapman']"
9424,David Nutter,"['James Marsden', 'Katie Holmes', 'Nick Stahl', 'Steve Railsback', 'Bruce Greenwood']"
97367,Derek Cianfrance,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Dane DeHaan', 'Emory Cohen']"
254904,Roger Donaldson,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich', 'Amila Terzimehic']"
18681,Stephan Elliott,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'k.d. lang', 'Geneviève Bujold']"
12162,Kathryn Bigelow,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes']"
11495,Mark L. Lester,"['David Keith', 'Drew Barrymore', 'Freddie Jones', 'Heather Locklear', 'Martin Sheen']"
64689,Andrew Dominik,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn', 'James Gandolfini', 'Ray Liotta']"
157849,Anton Corbijn,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright', 'Daniel Brühl', 'Willem Dafoe']"
13166,Tom Green,"['Tom Green', 'Rip Torn', 'Marisa Coughlan', 'Eddie Kaye Thomas', 'Harland Williams']"
15511,Mike Nawrocki,"['Phil Vischer', 'Mike Nawrocki', 'Cam Clarke', 'Laura Gerow', 'Yuri Lowenthal']"
37003,Mark Pellington,"['Bono', 'The Edge', 'Adam Clayton', ' Larry Mullen Jr.']"
12211,Douglas Aarniokoski,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul', 'Donnie Yen', 'Lisa Barbuscia']"
13816,Bryan Barber,"['André Benjamin', 'Paula Patton', 'Terrence Howard', 'Faizon Love', 'Malinda Williams']"
51828,Lone Scherfig,"['Anne Hathaway', 'Jim Sturgess', 'Patricia Clarkson', 'Ken Stott', 'Romola Garai']"
22798,Drew Barrymore,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig', 'Drew Barrymore', 'Shannon Eagen']"
7501,Brian Koppelman,"['Barry Pepper', 'Andy Davoli', 'Seth Green', 'Vin Diesel', 'John Malkovich']"
10743,James Foley,"['Edward Burns', 'Rachel Weisz', 'Morris Chestnut', 'Dustin Hoffman', 'Andy García']"
37718,Albert Brooks,"['Albert Brooks', 'Sharon Stone', 'Andie MacDowell', 'Jeff Bridges', 'Cybill Shepherd']"
15237,Irwin Winkler,"['Kevin Kline', 'Ashley Judd', 'Jonathan Pryce', 'Kevin McNally', 'Sandra Nelson']"
9686,Francis Ford Coppola,"['Woody Allen', 'Marvin Chatinover', 'Mae Questel', 'Mia Farrow', 'Molly Regan']"
17644,Steve Gomer,[]
97430,RZA,"['Russell Crowe', 'Lucy Liu', 'Jamie Chung', 'RZA', 'Zhu Zhu']"
12257,Dean Parisot,"['Drew Barrymore', ""Catherine O'Hara"", 'Luke Wilson', 'Jake Busey', 'Shelley Duvall']"
13539,Mark Piznarski,"['Leelee Sobieski', 'Chris Klein', 'Josh Hartnett', 'Michael Rooker', 'Annie Corley']"
68,Terry Gilliam,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm', 'Bob Hoskins']"
14024,Sean McNamara,"['Hilary Duff', 'Oliver James', 'David Keith', 'Johnny Lewis', 'Rita Wilson']"
115,Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'Philip Seymour Hoffman']"
7874,Craig Brewer,"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake', 'S. Epatha Merkerson', 'John Cothran, Jr.']"
4911,Ron Shelton,"['Kurt Russell', 'Scott Speedman', 'Michael Michele', 'Brendan Gleeson', 'Ving Rhames']"
1988,Michael Winterbottom,"['Angelina Jolie', 'Dan Futterman', 'Irrfan Khan', 'Archie Panjabi', ""Denis O'Hare""]"
16222,David Raynr,"[""Jodi Lyn O'Keefe"", 'Shane West', 'Marla Sokoloff', 'James Franco', 'Aaron Paul']"
9557,Mort Nathan,"['Cuba Gooding Jr.', 'Horatio Sanz', 'Roselyn Sánchez', 'Vivica A. Fox', 'Maurice Godin']"
9026,Oliver Parker,"['Rupert Everett', 'Colin Firth', 'Reese Witherspoon', 'Judi Dench', 'Tom Wilkinson']"
57943,Dan Curtis,"['Campbell Scott', 'Jennifer Jason Leigh', 'David Dukes', 'Estelle Parsons']"
18276,Wil Shriner,"['Luke Wilson', 'Logan Lerman', 'Brie Larson', 'Tim Blake Nelson', 'Cody Linley']"
8321,Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes', 'Clémence Poésy', 'Thekla Reuten']"
72359,Tina Gordon Chism,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier', 'S. Epatha Merkerson', 'Tyler James Williams']"
10186,Peter Cattaneo,"['Rainn Wilson', 'Josh Gad', 'Christina Applegate', 'Emma Stone', 'Teddy Geiger']"
